customerID;gender;SeniorCitizen;Partner;Dependents;PaperlessBilling;PaymentMethod;Contract;MonthlyCharges;churn;Tenure;DeviceProtection;InternetService;MultipleLines;OnlineBackup;OnlineSecurity;PhoneService;StreamingMovies;StreamingTV;TechSupport;MeanMonthlyCharge;MeanMonthlyUsage
2676-ISHSF;Male;0;No;No;No;Mailed check;Month-to-month;20.3;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.3;688.153
2676-OXPPQ;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;55.7;0;6.045298671430625;No;DSL;No;Yes;Yes;Yes;No;No;No;60.916666666666664;2778.5650000000005
2676-SSLTO;Male;0;No;No;Yes;Bank transfer (automatic);Two year;66.15;0;49.01948705312224;No;DSL;Yes;No;No;Yes;No;Yes;Yes;68.92959183673474;619.9867142857146
2680-XKKNJ;Female;0;No;No;No;Bank transfer (automatic);One year;58.2;0;8.049446600546213;No;DSL;No;Yes;Yes;Yes;No;No;Yes;58.6625;2294.0534999999995
2682-KEVRP;Female;1;No;No;Yes;Mailed check;One year;20.05;0;22.045627220271463;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.050000000000008;410.2924545454546
2683-BPJSO;Male;0;Yes;No;Yes;Electronic check;Month-to-month;84.45;1;29.04371753013409;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;No;89.66724137931031;6062.292586206896
2683-JXWQQ;Male;0;Yes;Yes;No;Bank transfer (automatic);Month-to-month;33.6;0;61.0115197437319;Yes;DSL;No phone service;No;Yes;No;No;No;No;35.18360655737703;673.826344262295
2684-EIWEO;Female;1;No;No;No;Credit card (automatic);Month-to-month;91.7;1;29.963654284482228;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;No;93.79655172413791;4981.273655172415
2685-SREOM;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;89.1;1;25.002566787819053;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;No;93.33999999999997;5530.5852
2688-BHGOG;Male;1;No;No;Yes;Electronic check;Month-to-month;79.55;0;9.035093123062076;No;Fiber optic;No;No;No;Yes;Yes;No;No;83.2611111111111;667.8577777777778
2690-DVRVK;Male;0;Yes;Yes;No;Electronic check;One year;20.55;0;5.0267972648309;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.55;329.064
2691-NZETQ;Male;0;No;No;Yes;Electronic check;Month-to-month;85.35;1;9.002238238978213;No;Fiber optic;Yes;No;No;Yes;No;Yes;No;85.69444444444446;8793.446666666665
2692-AQCPF;Female;0;Yes;No;Yes;Credit card (automatic);One year;108.05;0;65.01981560196307;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;112.52846153846161;1524.807999999999
2692-BUCFV;Male;1;No;No;Yes;Bank transfer (automatic);Month-to-month;101.45;0;29.010862646050228;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;No;107.08448275862065;1322.6587241379311
2692-PFYTJ;Female;0;No;No;Yes;Mailed check;Month-to-month;25.75;0;1.0185014065997249;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.75;142.937
2694-CIUMO;Female;0;No;No;Yes;Credit card (automatic);Month-to-month;79.55;0;11.992032690609664;No;Fiber optic;Yes;No;No;Yes;No;No;Yes;82.28636363636362;211.6364545454545
2696-ECXKC;Female;0;Yes;Yes;No;Mailed check;One year;100.9;0;55.031930840469;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;No;104.69454545454539;918.1952727272728
2696-NARTR;Male;0;No;No;Yes;Electronic check;Month-to-month;73.85;1;11.039241052177664;No;Fiber optic;No;No;No;Yes;No;No;Yes;75.88636363636364;4374.757727272728
2696-RZVZW;Male;0;Yes;No;No;Credit card (automatic);Two year;25.05;0;68.04246493767839;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.81764705882351;204.67505882352938
2697-NQBPF;Male;0;No;No;Yes;Electronic check;Month-to-month;105.35;0;34.037659910881125;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;108.84117647058818;1204.981823529412
2700-LUEVA;Male;0;No;No;No;Credit card (automatic);Month-to-month;20.75;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.75;449.826
2703-AMTUL;Male;0;Yes;Yes;No;Mailed check;One year;53.65;0;35.97609807182899;No;DSL;No;Yes;Yes;Yes;No;No;No;56.41857142857145;611.779
2706-QZIHY;Female;0;Yes;No;No;Mailed check;Two year;25.2;0;15.014682026324977;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;26.246666666666663;955.1913333333331
2709-UQGNP;Male;0;No;No;Yes;Mailed check;Month-to-month;51.65;0;10.0535945296618;No;DSL;No;No;Yes;Yes;No;No;No;54.11999999999999;2421.1220000000003
2710-WYVXG;Female;0;No;No;No;Mailed check;Two year;71.1;0;3.0226493357153124;No;DSL;No;Yes;Yes;Yes;Yes;No;Yes;71.1;935.9706666666665
2712-SYWAY;Female;0;No;No;Yes;Electronic check;Month-to-month;25.7;0;1.0185014065997249;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.7;931.908
2716-GFZOR;Male;0;Yes;No;Yes;Credit card (automatic);Month-to-month;86.1;0;43.00704326577548;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;No;91.24651162790693;103.46309302325581
2717-HVIZY;Female;0;No;Yes;No;Mailed check;Month-to-month;20.05;0;8.049446600546213;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.8125;1290.8245000000002
2718-GAXQD;Female;1;Yes;Yes;No;Electronic check;Month-to-month;46.0;1;3.975440974147313;No;DSL;No;No;No;Yes;No;No;No;46.0;779.5353333333333
2718-YSKCS;Male;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;19.6;0;70.96654962114212;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.249999999999986;863.9745714285715
2719-BDAQO;Male;0;No;No;No;Electronic check;Month-to-month;93.85;1;16.9859750713567;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;No;95.63749999999997;1030.4606250000002
2720-FVBQP;Female;0;Yes;Yes;Yes;Credit card (automatic);Month-to-month;48.95;0;6.045298671430625;No;DSL;Yes;No;No;Yes;No;No;No;51.01666666666667;3627.612333333333
2720-WGKHP;Male;1;No;No;Yes;Electronic check;Month-to-month;94.0;1;2.0041479291155877;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;94.0;5989.2119999999995
2722-JMONI;Female;1;Yes;No;Yes;Electronic check;Month-to-month;49.55;1;1.0185014065997249;No;DSL;No;No;Yes;Yes;No;No;No;55.55;6207.996999999999
2722-VOJQL;Male;0;No;No;Yes;Credit card (automatic);One year;105.65;1;63.968459311279496;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;110.52619047619041;9706.519047619051
2724-FJDYW;Male;0;No;Yes;No;Bank transfer (automatic);One year;54.85;0;38.9987474075443;Yes;DSL;No phone service;No;No;No;Yes;Yes;Yes;57.14210526315787;811.4284736842104
2725-IWWBA;Male;0;Yes;Yes;No;Mailed check;One year;56.9;0;46.029692601490794;Yes;DSL;No;No;Yes;Yes;No;No;Yes;59.57826086956525;166.54026086956523
2725-KXXWT;Male;0;Yes;No;Yes;Electronic check;Month-to-month;90.75;1;1.0185014065997249;No;Fiber optic;No;No;No;Yes;Yes;Yes;No;90.75;7849.7609999999995
2725-TTRIQ;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;84.2;0;71.98505102774185;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes;86.80563380281681;7444.641478873238
2729-VNVAP;Female;0;Yes;Yes;No;Credit card (automatic);Two year;19.8;0;33.0191585042814;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.436363636363637;366.7189090909091
2731-GJRDG;Female;0;No;No;Yes;Bank transfer (automatic);One year;109.55;0;32.03351198176554;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes;114.86250000000003;1502.3513750000002
2732-ISEZX;Female;0;No;No;Yes;Mailed check;Month-to-month;20.5;0;5.0267972648309;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.82;524.9870000000001
2737-WFVYW;Female;0;No;No;Yes;Electronic check;Month-to-month;45.25;1;2.0041479291155877;No;DSL;No phone service;No;No;No;Yes;Yes;No;45.25;2642.655
2737-YNGYW;Female;0;No;No;No;Electronic check;Month-to-month;80.55;1;2.0041479291155877;No;Fiber optic;No;No;No;Yes;Yes;No;No;89.69999999999999;2423.2220000000007
2739-CACDQ;Female;1;No;No;Yes;Credit card (automatic);Month-to-month;82.65;0;17.018829955440562;Yes;Fiber optic;Yes;No;No;Yes;No;No;No;86.37352941176472;3348.3700000000003
2739-CCZMB;Male;0;No;Yes;No;Credit card (automatic);Month-to-month;20.35;0;5.0267972648309;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;22.130000000000003;1939.658
2740-JFBOK;Male;0;No;No;Yes;Electronic check;Month-to-month;24.0;0;10.0535945296618;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.119999999999997;88.55100000000002
2740-TVLFN;Male;0;No;No;Yes;Electronic check;Month-to-month;50.15;0;1.0185014065997249;No;DSL;Yes;No;No;Yes;No;No;No;53.85;3133.705
2746-DIJLO;Female;0;No;No;Yes;Credit card (automatic);One year;56.3;0;41.00289533665989;No;DSL;Yes;Yes;No;Yes;No;No;No;58.9390243902439;908.6129268292682
2748-MYRVK;Female;0;No;No;No;Bank transfer (automatic);One year;99.9;1;63.04852255693135;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;104.29841269841262;1489.7104603174603
2749-CTKAJ;Male;0;Yes;Yes;No;Mailed check;One year;20.15;0;22.045627220271463;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.263636363636355;565.0006363636363
2750-BJLSB;Female;0;No;No;Yes;Electronic check;One year;103.7;0;46.98248423992279;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;110.69130434782605;9240.114695652173
2753-JMMCV;Male;0;No;No;Yes;Credit card (automatic);Two year;74.2;0;65.01981560196307;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Yes;77.31999999999994;2674.758153846153
2754-SDJRD;Female;1;No;No;Yes;Credit card (automatic);Month-to-month;100.15;0;8.049446600546213;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;105.26249999999999;3049.1390000000006
2754-VDLTR;Male;0;No;Yes;No;Electronic check;Month-to-month;95.2;1;10.020739645577939;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;98.72000000000001;5072.6939999999995
2754-XBHTB;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;77.65;1;9.002238238978213;No;Fiber optic;No;No;No;Yes;No;Yes;No;82.99444444444444;5424.915888888889
2758-RNWXS;Male;0;No;No;Yes;Electronic check;One year;89.2;0;34.95759666522927;No;Fiber optic;No;No;Yes;Yes;Yes;No;Yes;94.31764705882351;3381.695117647059
2761-OCIAX;Male;1;No;No;Yes;Electronic check;Month-to-month;74.7;1;2.0041479291155877;No;Fiber optic;No;Yes;No;Yes;No;No;No;76.15;263.82500000000005
2761-XECQW;Male;1;Yes;No;Yes;Mailed check;Month-to-month;43.35;0;8.049446600546213;Yes;DSL;No phone service;Yes;No;No;Yes;No;No;45.6375;25.902500000000003
2770-NSVDG;Male;0;Yes;No;No;Electronic check;Month-to-month;29.1;0;23.984065381219327;Yes;DSL;No phone service;No;No;No;No;No;No;29.58695652173914;286.8038695652174
2773-MADBQ;Female;0;No;No;Yes;Mailed check;Two year;53.1;0;35.97609807182899;Yes;DSL;No phone service;Yes;Yes;No;Yes;No;Yes;56.017142857142844;1412.6117142857142
2773-OVBPK;Male;0;Yes;No;Yes;Bank transfer (automatic);Two year;111.3;0;67.02396353107866;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;116.0776119402986;1309.323417910448
2774-LVQUS;Female;1;Yes;No;Yes;Electronic check;Month-to-month;83.05;1;15.047536910408837;Yes;Fiber optic;Yes;No;No;Yes;No;No;Yes;88.44333333333331;2488.1189999999997
2777-PHDEI;Female;0;No;No;No;Electronic check;Month-to-month;78.05;1;1.0185014065997249;No;Fiber optic;No;No;No;Yes;No;Yes;No;78.05;2609.8970000000004
2778-OCLGR;Male;1;Yes;No;No;Bank transfer (automatic);Month-to-month;39.1;1;24.016920265303188;No;DSL;No phone service;No;Yes;No;Yes;No;No;40.65416666666668;1367.9709166666669
2782-JEEBU;Male;0;No;No;Yes;Mailed check;Month-to-month;36.0;0;21.027125813671738;No;DSL;No phone service;Yes;No;No;No;No;Yes;37.17619047619048;962.5502857142858
2782-LFZVW;Female;0;No;No;Yes;Mailed check;Month-to-month;58.95;0;10.973531284009939;No;DSL;Yes;No;No;Yes;Yes;No;No;61.28000000000001;652.1380000000001
2786-GCDPI;Female;1;No;No;Yes;Electronic check;Month-to-month;104.95;0;50.005133575638105;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;109.19599999999991;948.1892
2788-CJQAQ;Male;0;No;No;No;Mailed check;One year;19.45;0;13.010534097209389;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.980769230769226;3114.9748461538466
2789-CZANW;Female;0;Yes;Yes;No;Bank transfer (automatic);Two year;110.3;0;64.00131419536335;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;113.9109375000001;18.680562499999997
2789-HQBOU;Male;0;No;No;Yes;Electronic check;Month-to-month;80.35;0;3.0226493357153124;No;Fiber optic;No;No;No;Yes;Yes;No;No;83.31666666666666;183.405
2790-XUYMV;Male;0;No;Yes;Yes;Credit card (automatic);One year;85.45;0;70.96654962114212;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;No;87.77714285714278;5626.864714285715
2791-SFVEW;Female;0;No;No;No;Bank transfer (automatic);Month-to-month;20.15;0;9.035093123062076;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.55;3.7579999999999996
2792-LSHWX;Female;0;No;No;Yes;Mailed check;Month-to-month;83.4;0;1.0185014065997249;No;Fiber optic;No;Yes;Yes;Yes;No;No;Yes;83.4;7648.434999999998
2792-VPPET;Male;0;No;No;Yes;Electronic check;Month-to-month;20.5;0;3.0226493357153124;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;24.833333333333332;1877.7526666666665
2794-XIMMO;Male;0;Yes;No;Yes;Electronic check;One year;60.45;1;53.02778291135341;Yes;DSL;No phone service;Yes;No;No;Yes;Yes;Yes;62.2839622641509;2814.9230754716978
2796-NNUFI;Female;0;Yes;Yes;Yes;Mailed check;Two year;19.95;0;46.029692601490794;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.871739130434793;365.8699565217392
2796-UUZZO;Male;0;Yes;Yes;Yes;Credit card (automatic);Month-to-month;80.3;0;63.01566767284749;Yes;Fiber optic;No;Yes;No;Yes;No;No;No;83.10317460317466;1118.1648253968253
2798-NYLMZ;Male;0;Yes;No;Yes;Credit card (automatic);Two year;108.55;0;70.96654962114212;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes;111.7057142857144;3019.1398571428563
2799-ARNLO;Female;1;Yes;No;Yes;Electronic check;Month-to-month;69.35;0;5.0267972648309;No;Fiber optic;No;No;No;Yes;No;No;No;73.07000000000001;4716.523
2799-TSLAG;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;25.3;0;65.01981560196307;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.809230769230744;3065.862846153845
2800-QQUSO;Male;0;No;No;Yes;Electronic check;Month-to-month;100.3;0;42.021396743259615;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;105.07857142857148;4474.274666666667
2800-VEQXM;Female;0;No;No;Yes;Mailed check;Month-to-month;74.75;0;3.0226493357153124;Yes;Fiber optic;No;No;No;Yes;No;No;No;74.75;3495.603333333334
2801-NISEI;Male;0;No;No;No;Electronic check;Month-to-month;54.95;0;23.984065381219327;No;DSL;No;No;Yes;Yes;No;No;Yes;56.280434782608715;1203.6107826086954
2804-ETQDK;Male;0;No;Yes;No;Mailed check;Two year;20.55;0;66.0383170085628;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.05909090909089;1022.6028181818178
2805-AUFQN;Female;0;No;No;No;Credit card (automatic);Two year;19.8;0;25.002566787819053;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.804000000000006;89.96260000000001
2805-EDJPQ;Female;0;Yes;Yes;Yes;Credit card (automatic);One year;99.75;0;56.05043224706873;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Yes;104.3625;1176.7897857142855
2806-MLNTI;Male;1;Yes;No;Yes;Bank transfer (automatic);One year;105.1;0;52.009281504753694;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;111.82692307692311;1397.646153846154
2808-CHTDM;Female;0;Yes;Yes;No;Mailed check;Two year;25.1;0;22.965563974619602;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;26.536363636363646;731.978181818182
2809-ILCYT;Female;0;Yes;No;Yes;Mailed check;One year;26.8;0;25.002566787819053;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;27.447999999999997;3473.503400000001
2809-ZMYOQ;Female;0;No;No;Yes;Electronic check;Month-to-month;101.35;0;32.03351198176554;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;104.94999999999996;7908.850312499999
2810-FTLEM;Female;0;No;No;Yes;Electronic check;Month-to-month;50.15;1;16.066038317008562;No;DSL;No;No;Yes;Yes;No;No;No;52.443749999999994;380.43075
2811-POVEX;Female;1;Yes;Yes;Yes;Bank transfer (automatic);Month-to-month;88.45;0;22.965563974619602;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;No;93.05909090909093;1424.656
2812-ENYMO;Male;0;No;No;No;Credit card (automatic);One year;54.55;0;25.988213310334913;No;DSL;No phone service;No;Yes;No;Yes;Yes;Yes;56.76999999999998;127.3592
2812-REYAT;Female;0;Yes;No;Yes;Bank transfer (automatic);One year;20.05;0;49.01948705312224;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.90918367346938;1524.0637755102048
2812-SFXMJ;Male;0;No;Yes;No;Mailed check;Month-to-month;20.05;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.05;2716.242
2815-CPTUL;Male;1;No;No;Yes;Mailed check;Month-to-month;70.25;1;5.0267972648309;No;Fiber optic;No;No;No;Yes;No;No;No;75.50999999999999;5927.864
2817-LVCPP;Female;0;No;No;No;Credit card (automatic);Two year;19.4;0;50.005133575638105;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.157999999999987;1446.9458
2817-NTQDO;Male;0;No;No;Yes;Credit card (automatic);Month-to-month;45.55;1;13.010534097209389;No;DSL;No phone service;No;Yes;No;No;Yes;Yes;47.61923076923077;1651.297230769231
2819-GWENI;Female;0;Yes;Yes;No;Mailed check;One year;19.9;0;27.992361239450503;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.181481481481477;378.1611111111111
2821-WARNZ;Female;0;No;Yes;No;Credit card (automatic);One year;19.45;0;49.01948705312224;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.58877551020409;2418.9783265306123
2823-LKABH;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;95.05;0;18.037331362040288;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;Yes;99.70555555555555;85.381
2824-DXNKN;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;71.45;0;71.98505102774185;Yes;DSL;Yes;No;Yes;Yes;No;Yes;No;74.1204225352112;404.09763380281686
2824-MYYBN;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;95.25;0;36.99459947842872;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;98.76666666666667;3506.4382777777787
2826-DXLQO;Male;1;Yes;No;No;Bank transfer (automatic);Month-to-month;29.8;0;7.030945193946487;No;DSL;No phone service;No;Yes;No;No;No;No;31.071428571428577;35.60771428571429
2826-UWHIS;Male;0;Yes;No;No;Bank transfer (automatic);Month-to-month;81.4;0;45.01119119489107;No;Fiber optic;Yes;Yes;No;Yes;No;No;No;83.32000000000005;2654.4939999999997
2828-SLQPF;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;45.0;0;19.022977884556152;No;DSL;No;No;No;Yes;No;No;No;47.11052631578948;2917.8334736842103
2829-HYVZP;Male;0;No;No;Yes;Mailed check;One year;19.8;0;29.010862646050228;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.048275862068966;184.61193103448272
2830-LEWOA;Male;0;Yes;Yes;No;Credit card (automatic);One year;103.9;0;61.0115197437319;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;109.58524590163927;410.5667377049183
2831-EBWRN;Male;0;No;No;Yes;Electronic check;Month-to-month;45.9;0;4.008295858231175;No;DSL;No;No;No;Yes;No;No;No;48.0;1290.354
2832-KJCRD;Female;0;No;No;Yes;Electronic check;Month-to-month;103.65;0;37.980246000944575;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;109.82567567567571;5197.060189189189
2832-SCUCO;Female;0;No;No;No;Electronic check;Month-to-month;19.9;0;2.0041479291155877;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.9;4019.114
2833-SLKDQ;Male;0;No;No;No;Mailed check;Month-to-month;45.05;1;1.0185014065997249;No;DSL;No;No;No;Yes;No;No;No;45.05;7511.0
2834-JKOOW;Female;0;No;No;No;Mailed check;One year;45.9;0;15.014682026324977;Yes;DSL;No phone service;Yes;Yes;No;No;No;Yes;47.5;4788.175999999999
2834-JRTUA;Male;0;No;No;Yes;Electronic check;Two year;108.05;1;70.99940450522598;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes;111.29857142857152;3840.167428571428
2834-SPCJV;Male;0;Yes;No;No;Electronic check;Month-to-month;84.1;1;51.97642662066983;No;Fiber optic;No;No;Yes;Yes;No;Yes;No;89.13921568627448;7806.522745098041
2839-RFSQE;Female;0;No;No;No;Mailed check;Month-to-month;20.65;1;2.0370028131994498;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.0;3676.9010000000007
2840-XANRC;Male;1;Yes;No;Yes;Electronic check;Month-to-month;93.15;1;24.016920265303188;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;No;96.70833333333336;1648.5721666666668
2842-BCQGE;Male;0;No;No;Yes;Credit card (automatic);Month-to-month;75.35;0;43.00704326577548;No;Fiber optic;Yes;No;No;Yes;No;No;No;78.54069767441857;4709.153627906978
2842-JTCCU;Male;0;No;No;No;Bank transfer (automatic);Month-to-month;46.05;1;2.0041479291155877;No;DSL;No;No;No;Yes;No;No;No;50.099999999999994;3793.5109999999995
2843-CQMEG;Male;0;No;No;Yes;Mailed check;Month-to-month;49.7;0;23.984065381219327;No;DSL;No;Yes;No;Yes;No;No;No;50.8913043478261;2145.751304347826
2845-AFFTX;Male;1;Yes;No;Yes;Electronic check;Month-to-month;99.8;1;41.03575022074375;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;101.96829268292687;7269.119634146344
2845-HSJCY;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;87.25;1;14.029035503809114;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;No;92.22142857142858;3867.1705714285713
2845-KDHVX;Female;0;Yes;No;Yes;Mailed check;Two year;68.3;0;64.00131419536335;Yes;DSL;No;Yes;No;Yes;Yes;No;Yes;72.11250000000003;332.06453124999996
2848-YXSMW;Male;0;Yes;Yes;No;Credit card (automatic);Two year;19.4;0;71.98505102774185;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.13521126760564;46.76957746478874
2851-MMUTZ;Female;0;No;No;Yes;Mailed check;Month-to-month;56.15;0;27.00671471693464;No;DSL;No;Yes;No;Yes;No;No;Yes;58.75740740740742;1316.4567777777775
2851-STERV;Male;1;No;No;Yes;Electronic check;One year;73.0;0;34.95759666522927;Yes;DSL;No;No;No;Yes;Yes;Yes;Yes;75.85000000000001;3528.396705882353
2853-CWQFQ;Male;0;No;Yes;Yes;Mailed check;Month-to-month;59.55;0;1.0185014065997249;No;DSL;No;No;No;Yes;Yes;No;Yes;59.55;4872.668
2856-HYAPG;Female;0;No;No;No;Electronic check;Month-to-month;68.65;1;1.0185014065997249;No;Fiber optic;No;No;No;Yes;No;No;No;68.65;1046.948
2856-NNASM;Male;1;No;No;Yes;Mailed check;Month-to-month;89.55;1;42.97418838169162;No;Fiber optic;No;No;No;Yes;Yes;Yes;No;91.62857142857149;5533.613476190476
2858-EIMXH;Female;1;Yes;No;Yes;Credit card (automatic);One year;95.85;0;53.02778291135341;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;100.0556603773585;12866.41720754717
2858-MOFSQ;Female;0;No;Yes;Yes;Mailed check;One year;55.85;1;17.051684839524427;Yes;DSL;Yes;No;No;Yes;No;No;No;58.05000000000001;2546.6991764705886
2860-RANUS;Female;1;No;No;Yes;Credit card (automatic);Month-to-month;85.8;1;19.975769522988152;No;Fiber optic;Yes;No;No;Yes;Yes;No;No;87.1315789473684;6396.959894736843
2862-JVEOY;Male;0;No;No;No;Mailed check;One year;19.15;0;6.045298671430625;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.283333333333335;1716.1559999999997
2862-PFNIK;Male;0;No;Yes;Yes;Electronic check;Month-to-month;24.7;0;1.0185014065997249;No;DSL;No phone service;No;No;No;No;No;No;24.7;2718.01
2863-IMQDR;Female;0;No;No;No;Electronic check;Two year;89.65;0;61.0115197437319;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;96.09262295081959;4586.205721311473
2865-TCHJW;Female;1;No;No;Yes;Electronic check;Month-to-month;89.2;1;4.008295858231175;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;No;92.375;5028.3330000000005
2866-IKBTM;Female;0;No;No;No;Mailed check;Month-to-month;19.55;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;22.95;5487.145
2867-UIMSS;Male;0;No;No;No;Electronic check;Month-to-month;80.5;1;1.0185014065997249;No;Fiber optic;No;No;No;Yes;Yes;No;No;80.5;4451.374
2868-LLSKM;Female;0;Yes;Yes;Yes;Bank transfer (automatic);One year;83.65;0;68.04246493767839;No;Fiber optic;Yes;Yes;No;Yes;No;No;Yes;88.8367647058823;1794.1229117647063
2868-MZAGQ;Male;0;No;No;Yes;Electronic check;Month-to-month;79.25;1;1.0185014065997249;No;Fiber optic;No;No;No;Yes;Yes;No;No;79.25;2188.016
2868-SNELZ;Female;0;No;No;No;Mailed check;Month-to-month;80.6;1;1.9712930450317254;Yes;Fiber optic;Yes;No;No;Yes;No;No;No;83.6;1818.9379999999999
2869-ADAWR;Female;0;No;No;Yes;Credit card (automatic);Month-to-month;89.3;1;44.9783363108072;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;No;92.15454545454553;2122.98390909091
2873-ZLIWT;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;84.85;1;40.017248814144025;Yes;Fiber optic;Yes;No;No;Yes;No;No;Yes;87.08249999999995;89.35175
