customerID;gender;SeniorCitizen;Partner;Dependents;PaperlessBilling;PaymentMethod;contractID;Contract;MonthlyCharges;StartDate;EndDate;churn
2460-NGXBJ;Male;1;Yes;Yes;Yes;Credit card (automatic);6ub9uCLXuK;Month-to-month;75.2;2019-02-01;;0
2462-XIIJB;Male;0;No;No;Yes;Electronic check;Hiy37PgYgk;Month-to-month;92.5;2020-07-01;2020-12-01;1
2465-BLLEU;Male;0;No;No;Yes;Mailed check;5puMEXZuJN;Month-to-month;19.75;2019-12-01;;0
2466-FCCPT;Female;0;Yes;Yes;No;Bank transfer (automatic);JNM33yW3My;One year;19.7;2018-05-01;;0
2466-NEJOJ;Male;0;Yes;Yes;No;Credit card (automatic);6HijDYJARP;Month-to-month;19.65;2019-05-01;;0
2468-SJFLM;Male;0;No;No;Yes;Mailed check;7eV6GnoAaj;Month-to-month;74.3;2019-12-01;;0
2469-DTSGX;Female;1;No;No;No;Electronic check;Z2Uy8VgEd5;Two year;111.65;2014-01-01;;0
2472-OVKUP;Male;0;Yes;No;Yes;Electronic check;5xbfCwbwVW;Month-to-month;91.0;2020-04-01;2020-10-01;1
2474-BRUCM;Male;1;Yes;No;No;Electronic check;7JG8wdqXuC;Month-to-month;101.85;2016-09-01;2020-01-01;1
2474-LCNUE;Female;0;Yes;No;Yes;Credit card (automatic);KXH2g9FEUQ;Month-to-month;73.65;2018-02-01;;0
2475-MROZF;Male;0;No;No;Yes;Credit card (automatic);6xE3KH5GXF;Month-to-month;95.0;2017-07-01;;0
2476-YGEFM;Female;0;No;No;Yes;Credit card (automatic);9UaNo6vuC2;Month-to-month;76.0;2017-08-01;;0
2478-EEWWM;Male;0;Yes;No;Yes;Electronic check;5Sw63MaKcV;Month-to-month;44.3;2015-02-01;;0
2479-BRAMR;Male;1;Yes;No;Yes;Bank transfer (automatic);roL7RMURjC;Month-to-month;83.75;2017-05-01;2020-10-01;1
2480-EJWYP;Female;1;Yes;No;Yes;Bank transfer (automatic);E6bz4o6XA6;One year;97.8;2015-03-01;;0
2480-JZOSN;Female;0;Yes;No;Yes;Mailed check;3AmMmCy5rS;Month-to-month;20.65;2019-12-01;;0
2480-SQIOB;Male;0;Yes;Yes;No;Electronic check;3xPsQaVcmD;Month-to-month;44.8;2019-09-01;;0
2481-SBOYW;Female;0;No;Yes;Yes;Credit card (automatic);4ssXCkQmaS;Two year;25.0;2014-12-01;;0
2482-CZGBB;Male;0;No;No;Yes;Electronic check;78jH5dXA9s;Month-to-month;70.0;2019-11-01;2020-09-01;1
2483-XSSMZ;Female;0;No;No;Yes;Electronic check;GYrYxsNomX;One year;47.85;2016-10-01;;0
2484-DGXPZ;Female;0;Yes;Yes;Yes;Mailed check;K8eMNJdhGq;Month-to-month;19.55;2017-08-01;2020-03-01;1
2485-ITVKB;Female;0;Yes;No;Yes;Electronic check;HJKf6A93Dq;Month-to-month;35.1;2020-08-01;2020-10-01;1
2486-WYVVE;Male;0;Yes;No;Yes;Mailed check;EQE5trBeki;One year;79.3;2017-06-01;;0
2495-INZWQ;Male;0;No;No;Yes;Electronic check;7VrxWHbyxX;Month-to-month;44.55;2020-05-01;2020-09-01;1
2495-KZNFB;Female;0;No;No;Yes;Electronic check;CdDctCbpJo;Month-to-month;90.65;2017-04-01;;0
2495-TTHBQ;Female;0;No;Yes;Yes;Mailed check;7UqcLjdavo;One year;20.4;2019-09-01;;0
2498-XLDZR;Female;0;Yes;Yes;No;Mailed check;HjTT5yRHm9;Two year;73.6;2017-05-01;;0
2499-AJYUA;Female;1;Yes;No;Yes;Credit card (automatic);7SHh3ocKUr;Two year;110.8;2014-01-01;;0
2501-XWWTZ;Male;0;No;No;No;Electronic check;H2a8QqHuuh;Month-to-month;70.2;2019-02-01;;0
2504-DSHIH;Male;1;Yes;No;No;Electronic check;hmnbL23vW8;Month-to-month;86.8;2018-02-01;;0
2506-CLAKW;Female;0;No;No;Yes;Bank transfer (automatic);AMd7W9Szgf;Month-to-month;98.15;2019-09-01;2020-03-01;1
2506-TNFCO;Female;1;Yes;No;Yes;Electronic check;9KgzGXES2H;Month-to-month;69.55;2020-08-01;2020-09-01;1
2507-QZPQS;Male;0;No;No;No;Electronic check;JADQsDL6WT;Month-to-month;95.7;2018-10-01;;0
2509-TFPJU;Male;0;Yes;No;No;Credit card (automatic);WpniYAWACR;Two year;25.75;2014-01-01;;0
2511-ALLCS;Female;0;Yes;Yes;No;Bank transfer (automatic);6VeK26zC9i;Two year;24.3;2017-02-01;;0
2511-MORQY;Male;0;Yes;Yes;No;Bank transfer (automatic);BD8pYpU5gX;One year;54.9;2015-11-01;;0
2514-GINMM;Male;0;No;No;Yes;Electronic check;6r2n2pBPHF;Month-to-month;79.5;2020-07-01;2020-08-01;1
2516-VQRRV;Female;1;No;No;Yes;Mailed check;AnyS2FjhEz;Month-to-month;75.45;2020-02-01;2020-04-01;1
2516-XSJKX;Female;0;Yes;Yes;No;Electronic check;DFD4yPw6gw;Two year;78.45;2016-08-01;;0
2519-ERQOJ;Male;1;No;No;Yes;Electronic check;AG57WsHcTh;Month-to-month;54.6;2017-04-01;;0
2519-FAKOD;Male;0;No;Yes;Yes;Bank transfer (automatic);8a7kpQYdFF;Month-to-month;99.25;2017-08-01;2020-10-01;1
2519-LBNQL;Male;1;Yes;No;Yes;Electronic check;Fk9TMoFgnL;One year;104.35;2015-01-01;;0
2519-TWKFS;Male;0;Yes;Yes;Yes;Mailed check;CbyLyaiZ5c;One year;55.1;2017-12-01;;0
2520-SGTTA;Female;0;Yes;Yes;No;Mailed check;3Skau8zgDg;Two year;20.0;2020-01-01;;0
2521-NPUZR;Male;0;Yes;No;No;Credit card (automatic);6TR76HrGPT;Two year;101.0;2014-03-01;;0
2522-AHJXR;Male;0;Yes;No;Yes;Bank transfer (automatic);9vWtjrdjNY;Month-to-month;109.45;2015-01-01;;0
2522-WLNSF;Female;1;Yes;No;No;Bank transfer (automatic);ACGqMxWoFV;One year;64.2;2017-03-01;;0
2523-EWWZL;Female;0;Yes;No;Yes;Electronic check;EaJDTMa9Zc;Month-to-month;76.1;2017-10-01;;0
2525-GVKQU;Female;0;No;No;No;Mailed check;Eb9cCdb37w;Two year;20.6;2015-01-01;;0
2528-HFYZX;Male;1;Yes;No;Yes;Electronic check;6gvbDaZoWR;Month-to-month;76.45;2018-10-01;2020-03-01;1
2530-ENDWQ;Female;0;Yes;No;Yes;Bank transfer (automatic);6yyjDQYCT2;Two year;93.7;2014-09-01;2020-08-01;1
2530-FMFXO;Male;0;Yes;Yes;Yes;Electronic check;5nWmkz4Y3k;Two year;103.2;2015-05-01;;0
2533-QVMSK;Male;0;Yes;No;Yes;Electronic check;5encahCufk;Two year;94.1;2015-05-01;2020-06-01;1
2533-TIBIX;Male;0;Yes;Yes;Yes;Bank transfer (automatic);EonrWkAseT;Month-to-month;30.2;2018-10-01;;0
2535-PBCGC;Female;0;Yes;No;No;Bank transfer (automatic);H39PHTaXAW;Two year;64.55;2014-03-01;;0
2538-OIMXF;Female;0;No;Yes;No;Mailed check;VeYC3e6Zyw;Month-to-month;24.7;2019-12-01;;0
2541-YGPKE;Male;0;Yes;Yes;No;Credit card (automatic);7F6R3AQ6fz;One year;63.7;2016-07-01;;0
2542-HYGIQ;Female;0;No;No;No;Credit card (automatic);9947tqJymE;Month-to-month;19.95;2019-12-01;;0
2545-EBUPK;Female;1;No;No;Yes;Electronic check;9YSfVuJ2pc;Month-to-month;84.05;2019-11-01;;0
2545-LXYVJ;Male;0;Yes;No;No;Bank transfer (automatic);7dPJhasehe;Two year;20.7;2014-01-01;;0
2546-KZAAT;Male;0;Yes;No;Yes;Mailed check;6KxG3L7mPZ;One year;75.4;2015-09-01;;0
2550-AEVRU;Female;0;Yes;Yes;No;Electronic check;9G6C3MfFZA;One year;53.45;2015-04-01;;0
2550-QHZGP;Male;0;No;No;No;Mailed check;9vxMukmyCZ;One year;19.5;2019-06-01;;0
2558-BUOZZ;Male;0;No;No;No;Bank transfer (automatic);KKzJpHnw65;One year;94.8;2016-02-01;;0
2560-PPCHE;Female;0;No;No;Yes;Bank transfer (automatic);BBDUQNoAg9;One year;105.05;2014-08-01;;0
2560-QTSBS;Female;0;Yes;Yes;Yes;Bank transfer (automatic);GiS2PaVV2Q;One year;23.3;2014-01-01;;0
2560-WBWXF;Male;0;No;No;Yes;Bank transfer (automatic);7ncNoPMqHB;Two year;24.15;2014-05-01;;0
2565-JSLRY;Male;0;No;No;Yes;Mailed check;pkMunaTMfs;Month-to-month;24.05;2020-05-01;2020-06-01;1
2568-BRGYX;Male;0;No;No;Yes;Electronic check;3uXoZNjbVx;Month-to-month;70.2;2020-08-01;2020-12-01;1
2568-OIADY;Female;0;Yes;No;Yes;Electronic check;HETDLTHchR;Month-to-month;99.5;2017-05-01;2020-06-01;1
2569-WGERO;Female;0;No;No;Yes;Bank transfer (automatic);EBbYBjHzB2;Two year;21.15;2014-01-01;;0
2573-GYRUU;Male;1;Yes;No;Yes;Credit card (automatic);8mjXrw3QQP;Month-to-month;91.05;2016-01-01;;0
2575-GFSOE;Female;0;Yes;Yes;Yes;Electronic check;3gxZYp92Nc;Month-to-month;69.0;2020-02-01;2020-09-01;1
2576-HXMPA;Female;0;No;No;No;Credit card (automatic);CqPYJcF4qY;Month-to-month;19.55;2019-12-01;;0
2577-GVSIL;Male;0;Yes;Yes;Yes;Bank transfer (automatic);dvoLumwhBr;One year;73.45;2017-02-01;;0
2578-JQPHZ;Male;0;No;No;No;Bank transfer (automatic);K7XzPg9YYS;Two year;100.1;2016-05-01;;0
2580-ASVVY;Female;0;Yes;No;No;Electronic check;DCBWoQvDMT;Two year;45.4;2016-12-01;;0
2580-ATZSQ;Female;0;Yes;Yes;No;Bank transfer (automatic);J9j3KHvnnh;One year;61.35;2014-08-01;;0
2581-VKIRT;Female;0;Yes;Yes;No;Mailed check;KJeKejRLoV;One year;65.5;2015-02-01;;0
2582-FFFZR;Female;0;No;No;Yes;Electronic check;Er5Z6QfVkH;Month-to-month;50.6;2018-03-01;;0
2585-KTFRE;Male;0;No;Yes;Yes;Bank transfer (automatic);JfnX6UeXhM;Month-to-month;70.45;2019-12-01;;0
2586-CWXVV;Male;0;Yes;No;No;Electronic check;BxQuhNM3XV;Month-to-month;30.4;2015-07-01;;0
2587-EKXTS;Male;0;No;No;Yes;Electronic check;KuctZrZxTk;Month-to-month;111.5;2016-05-01;;0
2587-YNLES;Female;0;Yes;Yes;No;Mailed check;GTYSyCTtCk;Two year;20.1;2019-07-01;;0
2589-AYCRP;Female;0;No;No;No;Bank transfer (automatic);EV2JdfFPtZ;One year;19.75;2015-11-01;;0
2592-HODOV;Male;0;No;No;No;Credit card (automatic);3bP8hkbyLz;One year;19.3;2018-12-01;;0
2592-SEIFQ;Male;0;No;No;No;Electronic check;CBhYboJvBh;Month-to-month;24.75;2020-07-01;2020-10-01;1
2592-YKDIF;Female;0;No;No;No;Mailed check;JqdJLY6Wzh;Month-to-month;20.35;2019-12-01;;0
2595-KIWPV;Male;0;No;Yes;No;Credit card (automatic);8yQ5sS3TnT;Two year;19.7;2017-10-01;;0
2599-CIPQE;Male;0;Yes;Yes;No;Credit card (automatic);AV5aiT7ibY;Two year;109.3;2014-02-01;;0
2599-CZABP;Male;0;Yes;No;No;Electronic check;666PoVYPMZ;One year;44.6;2018-11-01;;0
2603-HVKCG;Male;0;No;No;Yes;Electronic check;A4xXwCPyUU;Month-to-month;101.4;2017-06-01;;0
2604-IJPDU;Female;0;Yes;No;Yes;Electronic check;ECpLVy2AUo;Month-to-month;96.55;2018-05-01;;0
2604-XVDAM;Female;0;No;No;No;Bank transfer (automatic);KxDnHBfvre;Month-to-month;43.8;2019-01-01;;0
2606-PKWJB;Male;0;No;Yes;No;Mailed check;CSSFTJJnmD;One year;40.25;2016-09-01;;0
2606-RMDHZ;Male;0;No;No;Yes;Credit card (automatic);8GzjN2hkwA;Month-to-month;30.5;2020-06-01;2020-12-01;1
2607-DHDAK;Male;0;Yes;Yes;Yes;Credit card (automatic);RYFJn3J36M;Two year;19.8;2014-01-01;;0
2607-FBDFF;Male;0;No;No;No;Credit card (automatic);GdcVUhuXgi;Month-to-month;49.0;2019-12-01;;0
2608-BHKFN;Female;0;No;No;Yes;Credit card (automatic);6GJpT8aJoY;Month-to-month;70.05;2020-06-01;2020-10-01;1
2609-IAICY;Female;0;No;No;Yes;Electronic check;CsDU9ee5UB;Month-to-month;77.15;2019-12-01;2020-01-01;1
2612-PHGOX;Male;0;Yes;No;Yes;Bank transfer (automatic);AoxctDsXaG;Two year;76.1;2014-09-01;;0
2612-RANWT;Female;0;No;No;Yes;Bank transfer (automatic);F3HDuHaN3y;Month-to-month;100.15;2019-04-01;2020-04-01;1
2612-RRIDN;Male;0;No;No;Yes;Electronic check;4yMusV7trD;Month-to-month;81.0;2019-12-01;2020-04-01;1
2615-YVMYX;Male;1;Yes;No;Yes;Electronic check;KriT24XUSB;Month-to-month;107.5;2014-02-01;;0
2616-FLVQC;Male;0;No;No;No;Mailed check;EVEoxZbGLF;Two year;19.55;2014-09-01;;0
2616-UUTFK;Male;0;Yes;No;Yes;Bank transfer (automatic);FBeaY5wWvk;Month-to-month;72.75;2017-04-01;;0
2619-WFQWU;Female;0;No;No;Yes;Mailed check;7h9R7AtD94;Month-to-month;70.15;2020-01-01;2020-02-01;1
2621-UDNLU;Female;0;Yes;No;No;Mailed check;KehaxSTtom;Month-to-month;20.85;2019-10-01;;0
2623-DRYAM;Female;0;Yes;No;Yes;Electronic check;3tjY8ddqdZ;One year;101.75;2014-03-01;;0
2625-TRCZQ;Female;0;Yes;No;Yes;Electronic check;JnGZHpKkZP;Month-to-month;49.65;2015-10-01;;0
2626-URJFX;Male;0;Yes;Yes;Yes;Electronic check;9GsLKJ5XST;Month-to-month;50.9;2019-12-01;2020-04-01;1
2626-VEEWG;Male;0;Yes;Yes;Yes;Credit card (automatic);Dp6ygCJucD;Two year;19.4;2014-06-01;;0
2632-IVXVF;Female;0;Yes;Yes;No;Credit card (automatic);3BVdwE94cn;Two year;111.75;2014-05-01;;0
2632-TACXW;Female;0;Yes;No;No;Bank transfer (automatic);55e24KAXLc;Two year;23.65;2014-11-01;;0
2632-UCGVD;Male;1;Yes;No;Yes;Credit card (automatic);mzSfsrdZYe;Month-to-month;100.05;2014-09-01;2020-03-01;1
2634-HCZGT;Male;1;Yes;No;Yes;Electronic check;JC3F8iShsV;One year;60.05;2015-08-01;2020-01-01;1
2636-ALXXZ;Female;1;No;No;Yes;Electronic check;GPLku3YMSe;Month-to-month;69.6;2020-10-01;2020-11-01;1
2636-OHFMN;Male;0;Yes;No;Yes;Electronic check;D3NjjF5MVN;Month-to-month;48.55;2019-11-01;2020-03-01;1
2636-SJDOU;Male;0;No;No;Yes;Credit card (automatic);6s6AoPSejJ;One year;84.3;2014-09-01;;0
2637-FKFSY;Female;0;Yes;No;Yes;Mailed check;58i7PcXDq3;Month-to-month;46.1;2019-10-01;;0
2639-UGMAZ;Male;1;No;No;Yes;Electronic check;BHHmeug7GG;One year;56.45;2014-02-01;;0
2640-LYMOV;Male;0;No;No;Yes;Mailed check;DpkUxrZJ4u;Month-to-month;19.65;2019-11-01;;0
2640-PMGFL;Male;0;No;Yes;Yes;Electronic check;FLopRNAVQq;Month-to-month;79.5;2018-07-01;2020-10-01;1
2642-DTVCO;Male;1;No;No;Yes;Electronic check;5cXDBgv6aY;Month-to-month;85.05;2020-01-01;2020-10-01;1
2642-MAWLJ;Female;0;Yes;Yes;No;Bank transfer (automatic);CTQVKwJGH5;Two year;20.25;2017-01-01;;0
2645-QTLMB;Male;0;No;No;Yes;Electronic check;FEZtDSVNqG;Month-to-month;94.25;2020-03-01;2020-10-01;1
2649-HWLYB;Male;0;Yes;No;No;Bank transfer (automatic);BLckyLf2x7;Two year;76.15;2014-08-01;;0
2650-GYRYL;Male;0;Yes;Yes;Yes;Bank transfer (automatic);KrxF2YowcK;One year;19.45;2017-04-01;;0
2651-ZCBXV;Male;0;No;No;Yes;Credit card (automatic);HSsWbXkV7p;Two year;108.0;2015-07-01;;0
2654-VBVPB;Female;0;No;No;No;Bank transfer (automatic);9LznF2n4ob;Month-to-month;19.9;2019-12-01;;0
2656-FMOKZ;Female;1;No;No;Yes;Mailed check;9A9ZioFBWL;Month-to-month;74.45;2019-06-01;2020-09-01;1
2656-TABEH;Male;0;Yes;No;Yes;Electronic check;7QJN3AQPKt;Month-to-month;100.2;2020-04-01;2020-08-01;1
2657-ALMWY;Female;1;Yes;No;No;Electronic check;9QxucdkGVa;Month-to-month;84.95;2018-03-01;2020-05-01;1
2657-VPXTA;Female;0;Yes;Yes;Yes;Electronic check;8cbJHwMyrr;Month-to-month;88.85;2019-03-01;;0
2659-VXMWZ;Male;0;Yes;Yes;Yes;Electronic check;5M8vTT3EFt;One year;111.3;2015-05-01;2020-12-01;1
2660-EMUBI;Male;1;No;No;Yes;Electronic check;7qBDwYmQKv;Month-to-month;95.35;2019-09-01;2020-07-01;1
2661-GKBTK;Male;0;Yes;Yes;No;Bank transfer (automatic);3LjgyAyzjP;Two year;76.95;2015-01-01;;0
2662-NNTDK;Male;0;No;No;No;Credit card (automatic);E2ujnuUxBi;One year;24.8;2014-08-01;;0
2664-XJZNO;Male;0;Yes;Yes;Yes;Credit card (automatic);Bjye9AEnFf;Two year;104.9;2014-01-01;;0
2665-NPTGL;Female;1;Yes;No;Yes;Bank transfer (automatic);9Tf67U3WeD;Month-to-month;98.1;2017-11-01;;0
2667-WYLWJ;Female;0;Yes;Yes;Yes;Mailed check;GLBWmyoftR;One year;19.75;2020-02-01;2020-10-01;1
2668-TZSPS;Male;0;No;No;No;Mailed check;6mWF7ZMcEb;Month-to-month;20.45;2019-12-01;;0
2669-OIDSD;Female;0;Yes;No;Yes;Credit card (automatic);Jg5orCVq3R;Month-to-month;100.05;2016-01-01;;0
2669-QVCRG;Female;0;No;No;Yes;Credit card (automatic);5GDmpKNC4q;Month-to-month;81.3;2016-08-01;;0
2672-DZUOY;Male;0;No;No;Yes;Electronic check;6gTQvWPdTq;Month-to-month;25.15;2020-09-01;2020-10-01;1
2672-HUYVI;Female;0;No;No;Yes;Electronic check;A4sYryXJmz;Month-to-month;91.1;2019-07-01;2020-01-01;1
2672-OJQZP;Female;0;No;No;No;Mailed check;8jejzUFCis;Month-to-month;44.75;2019-12-01;;0
2672-TGEFF;Female;0;Yes;Yes;Yes;Electronic check;3PVK5Hhs9W;Month-to-month;88.8;2016-12-01;;0
2673-CXQEU;Female;1;No;No;No;Electronic check;As7dNCwZ4P;One year;110.5;2015-05-01;;0
2673-ZALNP;Female;0;No;No;No;Mailed check;B4JUXFjex6;One year;19.9;2019-06-01;;0
2674-MIAHT;Female;0;No;No;Yes;Mailed check;GHVnG9Jpyh;Month-to-month;80.3;2019-09-01;;0
2674-MLXMN;Female;1;No;No;Yes;Credit card (automatic);6jaaY9U5Se;Month-to-month;99.65;2014-02-01;;0
2675-DHUTR;Male;1;Yes;No;Yes;Electronic check;Bc6Wzaed6y;Month-to-month;98.9;2015-03-01;;0
2675-IJRGJ;Male;0;No;No;No;Bank transfer (automatic);5Gkb8fFqG9;Two year;19.65;2015-08-01;;0
2675-OTVVJ;Male;1;Yes;No;No;Electronic check;BTJ3gVm2bT;Month-to-month;89.45;2017-06-01;;0
2676-ISHSF;Male;0;No;No;No;Mailed check;FCBHgadyrs;Month-to-month;20.3;2019-12-01;;0
2676-OXPPQ;Male;0;No;No;Yes;Bank transfer (automatic);Cy5RBpepNp;Month-to-month;55.7;2019-07-01;;0
2676-SSLTO;Male;0;No;No;Yes;Bank transfer (automatic);3nRMAEd93V;Two year;66.15;2015-12-01;;0
2680-XKKNJ;Female;0;No;No;No;Bank transfer (automatic);HCDfvhEBiR;One year;58.2;2019-05-01;;0
2682-KEVRP;Female;1;No;No;Yes;Mailed check;6D35VBQgG5;One year;20.05;2018-03-01;;0
2683-BPJSO;Male;0;Yes;No;Yes;Electronic check;7fB8giptVQ;Month-to-month;84.45;2018-05-01;2020-10-01;1
2683-JXWQQ;Male;0;Yes;Yes;No;Bank transfer (automatic);DyTAVd3hUE;Month-to-month;33.6;2014-12-01;;0
2684-EIWEO;Female;1;No;No;No;Credit card (automatic);EG2qS2s93U;Month-to-month;91.7;2018-02-01;2020-08-01;1
2685-SREOM;Female;0;Yes;Yes;Yes;Electronic check;GLyaZWUFmF;Month-to-month;89.1;2018-11-01;2020-12-01;1
2688-BHGOG;Male;1;No;No;Yes;Electronic check;9Xk2yD3YeJ;Month-to-month;79.55;2019-04-01;;0
2690-DVRVK;Male;0;Yes;Yes;No;Electronic check;siSCdF4Z3M;One year;20.55;2019-08-01;;0
2691-NZETQ;Male;0;No;No;Yes;Electronic check;CrAAnKeZ78;Month-to-month;85.35;2019-08-01;2020-05-01;1
2692-AQCPF;Female;0;Yes;No;Yes;Credit card (automatic);42B2vgWrFC;One year;108.05;2014-08-01;;0
2692-BUCFV;Male;1;No;No;Yes;Bank transfer (automatic);GuQe5h8iYC;Month-to-month;101.45;2017-08-01;;0
2692-PFYTJ;Female;0;No;No;Yes;Mailed check;JnMmN2iFVK;Month-to-month;25.75;2019-12-01;;0
2694-CIUMO;Female;0;No;No;Yes;Credit card (automatic);3ZHHAoiBkv;Month-to-month;79.55;2019-01-01;;0
2696-ECXKC;Female;0;Yes;Yes;No;Mailed check;EQ23AnV3J8;One year;100.9;2015-06-01;;0
2696-NARTR;Male;0;No;No;Yes;Electronic check;6Dw6KH9qFP;Month-to-month;73.85;2019-12-01;2020-11-01;1
2696-RZVZW;Male;0;Yes;No;No;Credit card (automatic);JC9VyMHV3Z;Two year;25.05;2014-05-01;;0
2697-NQBPF;Male;0;No;No;Yes;Electronic check;FjTMBa6eCW;Month-to-month;105.35;2017-03-01;;0
2700-LUEVA;Male;0;No;No;No;Credit card (automatic);EbAKFacbZH;Month-to-month;20.75;2019-12-01;;0
2703-AMTUL;Male;0;Yes;Yes;No;Mailed check;3wM69Q8qpJ;One year;53.65;2017-01-01;;0
2706-QZIHY;Female;0;Yes;No;No;Mailed check;B6eGw8ExTi;Two year;25.2;2018-10-01;;0
2709-UQGNP;Male;0;No;No;Yes;Mailed check;A4aSUm6KUy;Month-to-month;51.65;2019-03-01;;0
2710-WYVXG;Female;0;No;No;No;Mailed check;89HwCPi9W9;Two year;71.1;2019-10-01;;0
2712-SYWAY;Female;0;No;No;Yes;Electronic check;782Fpo9eFy;Month-to-month;25.7;2019-12-01;;0
2716-GFZOR;Male;0;Yes;No;Yes;Credit card (automatic);BzBNMrn9nm;Month-to-month;86.1;2016-06-01;;0
2717-HVIZY;Female;0;No;Yes;No;Mailed check;FKSKaqYvmX;Month-to-month;20.05;2019-05-01;;0
2718-GAXQD;Female;1;Yes;Yes;No;Electronic check;HggHKDcjPk;Month-to-month;46.0;2020-01-01;2020-05-01;1
2718-YSKCS;Male;0;Yes;Yes;Yes;Bank transfer (automatic);KKBhiGAPsE;Two year;19.6;2014-02-01;;0
2719-BDAQO;Male;0;No;No;No;Electronic check;BUBz8HbxjH;Month-to-month;93.85;2018-10-01;2020-03-01;1
2720-FVBQP;Female;0;Yes;Yes;Yes;Credit card (automatic);7CTUWCdMu9;Month-to-month;48.95;2019-07-01;;0
2720-WGKHP;Male;1;No;No;Yes;Electronic check;N2iX2yXKQE;Month-to-month;94.0;2020-05-01;2020-07-01;1
2722-JMONI;Female;1;Yes;No;Yes;Electronic check;FKfgTb9aPW;Month-to-month;49.55;2020-05-01;2020-06-01;1
2722-VOJQL;Male;0;No;No;Yes;Credit card (automatic);KRACLXiJmx;One year;105.65;2015-02-01;2020-06-01;1
2724-FJDYW;Male;0;No;Yes;No;Bank transfer (automatic);8yjyYwjPC6;One year;54.85;2016-10-01;;0
2725-IWWBA;Male;0;Yes;Yes;No;Mailed check;9hERTXQJoa;One year;56.9;2016-03-01;;0
2725-KXXWT;Male;0;Yes;No;Yes;Electronic check;BAJ7tUSKz4;Month-to-month;90.75;2020-10-01;2020-11-01;1
2725-TTRIQ;Female;0;Yes;Yes;Yes;Bank transfer (automatic);E4kU5KW9Dv;Two year;84.2;2014-01-01;;0
2729-VNVAP;Female;0;Yes;Yes;No;Credit card (automatic);6J2rVuSTkg;Two year;19.8;2017-04-01;;0
2731-GJRDG;Female;0;No;No;Yes;Bank transfer (automatic);EtzdPKnX2Z;One year;109.55;2017-05-01;;0
2732-ISEZX;Female;0;No;No;Yes;Mailed check;HkQq2kgJJ6;Month-to-month;20.5;2019-08-01;;0
2737-WFVYW;Female;0;No;No;Yes;Electronic check;6YSH8JdRce;Month-to-month;45.25;2020-05-01;2020-07-01;1
2737-YNGYW;Female;0;No;No;No;Electronic check;6hjAxfHUau;Month-to-month;80.55;2020-08-01;2020-10-01;1
2739-CACDQ;Female;1;No;No;Yes;Credit card (automatic);8TnnwqWc9y;Month-to-month;82.65;2018-08-01;;0
2739-CCZMB;Male;0;No;Yes;No;Credit card (automatic);BieoLnnzrB;Month-to-month;20.35;2019-08-01;;0
2740-JFBOK;Male;0;No;No;Yes;Electronic check;DEG5AHDFSv;Month-to-month;24.0;2019-03-01;;0
2740-TVLFN;Male;0;No;No;Yes;Electronic check;FLjDZGdvHN;Month-to-month;50.15;2019-12-01;;0
2746-DIJLO;Female;0;No;No;Yes;Credit card (automatic);AveEvgFgkr;One year;56.3;2016-08-01;;0
2748-MYRVK;Female;0;No;No;No;Bank transfer (automatic);B5okJcU5ny;One year;99.9;2015-05-01;2020-08-01;1
2749-CTKAJ;Male;0;Yes;Yes;No;Mailed check;CrC7Ps2DSQ;One year;20.15;2018-03-01;;0
2750-BJLSB;Female;0;No;No;Yes;Electronic check;FFYcF6vusB;One year;103.7;2016-02-01;;0
2753-JMMCV;Male;0;No;No;Yes;Credit card (automatic);9XmcU2QUkg;Two year;74.2;2014-08-01;;0
2754-SDJRD;Female;1;No;No;Yes;Credit card (automatic);9eT65wxvLd;Month-to-month;100.15;2019-05-01;;0
2754-VDLTR;Male;0;No;Yes;No;Electronic check;EqzrQndDZi;Month-to-month;95.2;2020-01-01;2020-11-01;1
2754-XBHTB;Female;0;No;No;Yes;Bank transfer (automatic);9WeBDk2k5M;Month-to-month;77.65;2019-08-01;2020-05-01;1
2758-RNWXS;Male;0;No;No;Yes;Electronic check;Da87H37opG;One year;89.2;2017-02-01;;0
2761-OCIAX;Male;1;No;No;Yes;Electronic check;J6g5MTtjeh;Month-to-month;74.7;2020-06-01;2020-08-01;1
2761-XECQW;Male;1;Yes;No;Yes;Mailed check;3nRhAfm4QE;Month-to-month;43.35;2019-05-01;;0
2770-NSVDG;Male;0;Yes;No;No;Electronic check;9W9eU5JvUV;Month-to-month;29.1;2018-01-01;;0
2773-MADBQ;Female;0;No;No;Yes;Mailed check;JuW3DFL9DE;Two year;53.1;2017-01-01;;0
2773-OVBPK;Male;0;Yes;No;Yes;Bank transfer (automatic);FsbKZaKgGR;Two year;111.3;2014-06-01;;0
2774-LVQUS;Female;1;Yes;No;Yes;Electronic check;Cnohq57afN;Month-to-month;83.05;2019-03-01;2020-06-01;1
2775-SEFEE;Male;0;No;Yes;Yes;Bank transfer (automatic);FuQHGcvnbB;Two year;61.9;2020-01-01;;0
2777-PHDEI;Female;0;No;No;No;Electronic check;DXYXoXscfR;Month-to-month;78.05;2020-01-01;2020-02-01;1
2778-OCLGR;Male;1;Yes;No;No;Bank transfer (automatic);JXti5Xssmg;Month-to-month;39.1;2018-05-01;2020-05-01;1
2782-JEEBU;Male;0;No;No;Yes;Mailed check;C9t4YzKwHV;Month-to-month;36.0;2018-04-01;;0
2782-LFZVW;Female;0;No;No;Yes;Mailed check;Ei8NmmLuNd;Month-to-month;58.95;2019-02-01;;0
