MeanMonthlyUsage;MeanMonthlyUsage_t1;MeanMonthlyUsage_t2;MeanMonthlyUsage_t3;MeanMonthlyUsage_t4
1913.1480625;1949;1918;2002;5810
365.38133333333326;421;399;438;765
688.1902857142858;766;855;827;1913
1224.674;1274;1476;1552;3864
3509.2513703703703;3685;4584;4731;4167
1751.1802222222225;1961;1758;2533;3633
12336.027571428567;12575;13205;14435;39189
6114.863142857143;7150;6977;8436;20462
608.7286923076921;646;726;899;983
152.81918181818182;155;154;178;208
4794.65037037037;4921;5427;6768;16342
958.7949999999997;1220;984;964;1162
2846.9239999999995;2872;2976;4502;2988
2815.8815000000004;3221;3347;3068;5589
6484.1681538461535;7150;7107;10642;7013
951.11;994;1076;955;2048
5011.219223880594;5360;5070;5960;8773
2088.803555555556;2109;2190;2231;2631
297.8540000000001;298;319;313;461
1915.632923076924;1920;1953;2291;1966
28.463352112676052;30;28;39;94
1500.6900000000005;1509;1850;1728;5360
4075.8617142857133;4871;4103;4893;6518
1093.744;1096;1174;1213;1601
949.0263333333336;1118;1158;975;1134
172.5293170731707;186;205;176;270
6421.7806666666675;6985;7801;6575;21745
1682.046;1728;1771;2324;2125
2453.0881666666664;2911;2546;3101;3872
1817.3621428571425;2071;2378;2955;3188
1826.159714285714;2087;2423;1826;1911
3860.048;4006;5022;6194;8138
319.9;325;327;418;434
471.9269655172415;553;624;566;811
766.5555660377357;770;872;885;771
968.6043548387096;997;1165;1289;1487
688.153;721;735;701;1058
2778.5650000000005;3516;2806;3100;3694
619.9867142857147;674;736;658;1446
2294.0534999999995;2302;2434;2363;2846
410.29245454545463;428;413;412;427
6062.292586206896;6422;7731;6337;7924
673.826344262295;728;777;710;2667
4981.273655172416;5503;5183;6154;5755
5530.5852;5619;6123;5606;11139
667.8577777777778;683;798;687;1996
329.064;351;344;407;1160
8793.446666666665;9318;10471;9509;17679
1524.807999999999;1537;1532;1611;2069
1322.6587241379311;1424;1348;1344;1797
142.937;154;174;152;422
211.63645454545448;212;236;220;213
918.1952727272728;1067;941;1077;1005
4374.7577272727285;4901;5712;5985;16934
204.67505882352935;207;219;243;626
1204.981823529412;1440;1228;1261;1459
449.82599999999996;459;567;633;979
611.779;697;628;715;1355
955.1913333333333;1014;970;1362;1870
2421.1220000000008;2748;2809;2965;4278
935.9706666666664;977;955;1059;966
931.908;1015;1072;1338;1371
103.46309302325581;108;103;103;106
1290.8245000000004;1399;1293;1624;1826
779.5353333333333;820;1077;1358;1285
863.9745714285715;1093;912;935;1079
1030.4606250000004;1054;1225;1038;1519
3627.612333333333;3843;3822;4113;4867
5989.212;6780;6019;6026;6532
6207.9969999999985;7108;7451;6561;6548
9706.519047619051;10040;11252;9803;26325
811.4284736842103;813;976;891;1385
166.54026086956526;168;182;167;708
7849.760999999998;8043;8478;8710;12858
7444.641478873238;7482;7444;9383;19400
366.7189090909091;384;368;444;1086
1502.3513750000004;1538;1680;1675;2163
524.9870000000002;530;551;545;1210
2642.655;2677;3118;3082;3236
2423.222000000001;2508;3324;2539;5442
3348.370000000001;3633;3660;5325;4650
1939.658;2093;2046;2518;2509
88.55100000000002;89;98;90;108
3133.705;3459;3907;3967;7552
908.6129268292682;921;915;942;2086
1489.7104603174607;1792;1780;1621;2039
565.0006363636362;591;772;602;683
9240.114695652172;10725;9426;9326;13208
2674.758153846153;2749;2750;3093;3330
3049.139000000001;3134;3684;3094;3418
5072.694;5790;5291;8583;5892
5424.915888888889;6001;6704;5569;7455
3381.695117647059;3692;3426;3746;3796
263.82500000000005;265;264;279;565
25.902500000000003;31;26;25;56
286.8038695652174;289;292;350;485
1412.611714285714;1431;1708;1472;4325
1309.323417910448;1539;1425;1772;1320
2488.119;2535;2512;3159;4082
2609.8970000000004;3043;2780;2737;7043
1367.9709166666667;1455;1543;1847;1669
962.5502857142858;1098;1169;1102;2883
652.1380000000001;660;694;695;833
948.1892;1020;1070;996;1088
3114.9748461538466;3357;3756;3377;5064
18.6805625;22;24;22;35
183.405;200;184;217;294
5626.864714285715;5757;6945;8354;6299
3.758;3;3;5;4
7648.434999999998;7939;8826;10280;27123
1877.7526666666665;1909;1884;2006;2902
2814.9230754716973;2897;3450;2896;8648
365.8699565217392;426;421;395;412
1118.1648253968253;1209;1168;1167;1946
3019.1398571428563;3194;3323;3542;6308
4716.523;4880;4728;5401;4918
3065.862846153845;3729;3549;3644;11960
4474.274666666667;4533;4608;4814;9229
3495.603333333334;3571;4367;4352;5209
1203.6107826086954;1263;1398;1660;2001
1022.6028181818177;1029;1257;1132;2558
89.96260000000002;100;95;122;152
1176.7897857142855;1411;1471;1292;1803
1397.6461538461538;1499;1689;1474;4046
731.9781818181821;754;736;800;1008
3473.5034000000014;3991;3954;3617;10778
7908.850312499999;8663;8018;8378;21781
380.43075;401;412;392;1017
1424.656;1546;1527;2150;2929
127.3592;137;146;131;197
1524.0637755102048;1530;1974;1531;2459
2716.242;2780;3282;3100;3582
5927.8640000000005;5986;6165;10521;9573
1446.9458;1627;1486;1585;3841
1651.297230769231;1655;1995;1702;7416
378.16111111111115;407;427;528;384
2418.9783265306123;2535;2633;2525;4814
85.381;91;93;94;94
404.09763380281686;420;452;549;422
3506.438277777779;3623;3718;4191;10581
35.60771428571429;35;36;40;62
2654.494;2694;3258;3389;3820
2917.8334736842103;3099;3634;3428;4404
184.61193103448272;188;187;219;391
410.5667377049183;506;450;429;422
1290.354;1575;1293;1914;1566
5197.060189189189;5292;5432;5854;17728
4019.114;4277;4475;4050;6877
7511.0;8209;8064;7646;23583
4788.175999999999;4940;5869;5662;6429
3840.1674285714284;4006;3986;4279;13555
7806.522745098041;8061;8005;10237;23104
3676.901000000001;4121;4977;3817;6672
1648.5721666666668;1778;1938;1691;3221
4709.153627906978;4738;4981;4808;7095
3793.511;3846;4367;3863;10083
2145.751304347826;2243;2215;2645;2149
7269.119634146344;8138;7403;7982;21085
3867.1705714285713;3932;4016;4590;9199
332.06453125;360;380;353;358
46.76957746478874;48;47;48;72
1316.4567777777775;1316;1471;1337;1796
3528.3967058823528;3677;3556;3967;11902
4872.668;5148;5824;5134;5324
1046.948;1284;1100;1131;3687
5533.613476190476;5641;5548;5594;12618
12866.41720754717;15979;12895;15011;14377
2546.699176470589;2961;3002;2573;7342
6396.959894736843;6514;7591;7436;10862
1716.1559999999995;1759;1718;1773;1733
2718.01;3196;3465;3525;3784
4586.205721311473;5397;5601;7176;5589
5028.333000000001;5089;5029;7239;13026
5487.145;6584;6121;5844;10683
4451.374;4636;4458;4580;9720
1794.1229117647065;1931;1824;1960;3364
2188.016;2583;2442;3186;3565
1818.938;1973;1837;2855;2073
2122.98390909091;2161;2427;3269;2197
89.35175;101;108;92;379
3687.7968235294124;3784;4133;5015;10178
5993.563615384614;6366;6057;7131;23606
10359.35;10836;10518;12513;30640
8320.550411764707;8354;8631;9985;15251
162.41405882352942;163;172;170;269
1602.472450704225;1928;1992;2529;4344
5285.8870000000015;5319;5386;6018;6477
811.062;811;991;1075;855
2209.205304347826;2410;2319;2743;3201
1494.5062807017543;1526;1632;1546;2421
1322.3342857142854;1564;1413;1354;2405
2204.467507246377;2388;2277;3227;2805
7831.43696825397;8611;8856;7859;21420
522.6517804878049;536;523;682;1917
233.6255217391304;236;237;313;508
5387.1718333333365;5957;6529;5555;6600
3720.3795172413784;3816;3822;3843;4211
1669.679444444445;1755;1820;2663;3355
3035.055600000001;3261;3176;3429;3855
784.082282051282;901;792;784;1726
433.44399999999985;447;527;584;668
1809.9338571428573;1909;1919;2447;2538
6119.528970588233;6436;6426;7423;6470
33.34757142857143;35;35;37;71
7801.405999999999;7817;8982;9633;10816
4711.6632535211265;4928;4724;7239;7740
510.29900000000015;647;554;524;935
1765.198;2120;1810;2581;2050
2387.434071428572;2640;3030;2887;2548
2470.9072857142864;2632;2710;3715;7001
125.99933333333335;136;169;136;196
1650.2101025641025;2061;1720;1898;2044
578.0683333333333;581;677;592;1931
793.2038421052631;932;796;921;1624
6122.436;6241;7941;9333;8714
1131.392;1176;1309;1886;1828
1357.8673513513513;1538;1365;1525;3214
949.125321428571;1032;984;955;971
1508.0016666666668;1518;1610;1937;2312
4720.047901408451;4982;5078;4736;9815
691.5762500000002;713;900;880;1277
285.1331132075471;290;319;285;988
3200.721478260869;3316;3766;3829;4308
5619.638666666668;5828;5726;7048;5930
1796.3590000000004;1863;1953;2247;1909
233.56609090909092;244;274;286;324
3760.2259999999997;3834;4274;5545;17487
459.4732307692308;581;501;479;1263
478.7327948717948;591;482;639;737
6172.615137931031;6477;7147;6985;16966
3145.007;3439;3377;5447;8564
13357.146;13962;13978;17519;18649
1919.5401304347827;1950;2566;2805;3519
371.698;384;383;428;738
2533.476588235295;2647;2769;2705;3109
2025.42;2050;2035;2308;2206
7628.4825;7846;7723;12718;10998
1789.926550724638;1805;2009;2103;3134
3608.176875;3964;3834;4206;4637
954.393;956;1044;1293;1369
2868.7909166666664;3001;2993;4146;9483
611.7128688524588;676;652;619;738
3958.3005;4018;4200;4940;7178
1387.2451818181821;1389;1446;1602;4433
3995.895555555555;4094;4007;3996;5386
89.19988888888889;101;91;130;157
1778.693;1901;1845;2399;3810
5320.230304347826;5478;7387;5482;6452
53.22928571428571;61;56;54;73
6710.833000000001;7029;7154;6809;9455
317.555;325;335;446;923
70.77966666666666;71;78;77;115
970.163;974;1103;1235;2937
245.21720895522392;259;284;303;939
427.18828571428566;513;536;577;675
728.0917692307692;769;734;1020;2331
1432.5420350877191;1439;1530;1567;1658
2573.936428571429;3147;3041;3572;2795
4223.495181818182;4413;4336;5285;4784
1.1221818181818184;1;1;1;2
4253.95494117647;4576;4920;4625;4253
1901.717;1930;2054;1981;2362
3987.474909090909;4079;4225;5951;10767
1726.3120000000006;1733;1761;2942;2242
1716.4636666666665;1868;2247;1724;2395
7074.630999999999;7372;7750;8067;21399
3178.038014492754;3870;3389;3273;5314
805.0151408450705;811;1001;929;2904
1694.0160909090905;1748;1861;2221;3499
1838.1671025641028;1869;1843;2060;2835
3176.5889999999986;3699;3538;3422;5714
8606.138714285717;8783;8615;11096;11452
5571.525333333334;5693;5591;6225;11231
832.9116521739132;849;886;926;1002
0.0;0;0;0;0
751.0973521126763;759;860;802;1002
1227.6671791044776;1319;1403;1309;1262
3113.759500000001;3306;3134;3761;5599
1762.2867894736842;1864;2316;2313;5270
511.6428571428572;515;523;530;754
8397.882761904762;10037;9280;9168;10734
3823.3920645161293;4378;4893;4762;7017
585.3986551724139;636;620;596;780
500.1929310344826;523;530;640;533
5939.8452;6193;6118;6870;7830
3624.795555555556;4111;3731;4218;6252
400.9620909090908;415;461;415;1255
9282.642;10645;10111;11435;10164
2064.4339999999997;2454;2065;2224;2074
350.00377419354834;360;378;363;455
6381.496473684211;6534;7262;7486;8004
920.7054285714287;984;1041;933;1526
1324.0616206896552;1571;1494;1572;1357
3983.784827586208;4310;4007;5550;9951
3569.105333333333;3628;3895;4101;5602
2675.2818;2680;2924;3493;2858
1540.0782089552242;1557;1702;1955;2654
1313.108818181818;1460;1642;1313;5544
6446.2165;6764;7255;8524;6898
5310.3755625;6648;6155;7069;6453
7460.469;7528;7565;7502;7727
4226.08825;4226;4938;5781;5229
2331.5822222222228;2454;2373;2525;3141
6.5729999999999995;6;7;6;11
2457.14525;2468;2816;2739;3296
980.9993513513513;1022;1284;1110;2722
2189.3196666666668;2395;2235;2245;2405
12363.4208125;14260;12567;13353;12567
2074.748;2642;2164;2368;5244
6822.094999999998;7269;7220;7351;26564
1312.297;1408;1322;1639;1315
284.3606666666667;318;320;391;525
4780.061500000002;5030;5035;5890;11832
403.67755555555567;422;443;421;736
897.5921509433963;1059;928;1051;1831
3162.6637619047606;4007;3956;3354;4526
1374.5991764705884;1400;1478;1590;4873
304.36165853658537;355;306;337;665
1172.427;1257;1182;1338;1434
1390.150076923077;1508;1567;1512;4626
282.08046153846146;304;289;418;290
822.7257254901963;898;1065;1296;1231
5567.776999999999;5858;6242;5883;9610
890.3479705882351;909;908;1022;2126
2787.99;3104;2793;2893;3071
665.2729999999998;813;722;877;736
588.9312711864405;641;606;615;1584
4296.627571428572;4501;5650;4694;6414
2840.027636363637;3124;2848;3643;3950
6274.2378591549295;8066;6420;6297;25350
1744.9446666666665;1778;1756;2081;2010
573.632;612;658;707;1552
4007.0263333333332;4791;4670;4503;16922
201.24284615384616;238;233;205;237
3922.460347826087;4074;3956;5395;7354
2246.955;2641;2515;2310;5634
5583.623769230769;6841;6255;7104;18216
855.1884545454545;977;875;979;929
2000.0074084507046;2106;2035;2076;2409
316.0082121212121;358;318;379;632
625.1744528301888;633;818;659;1950
3374.9040000000005;3856;3695;3872;4365
5316.07;5813;5512;6828;6924
295.1020000000001;318;303;340;450
2678.475;2710;2807;3238;3084
1300.915;1449;1390;1576;4160
2633.7308181818184;2661;3205;3542;5961
776.7651111111113;954;800;1282;2607
1258.499;1440;1283;1379;2115
1267.4199999999996;1317;1576;1367;1694
4877.457444444445;4910;4974;6338;5884
286.88118032786895;296;287;356;312
3297.4343846153847;3313;4329;4762;3501
11003.470195121954;11303;11960;13975;29886
3028.1446315789476;3073;3951;3688;3241
6919.439;7368;6944;8025;24118
9694.779;10861;10067;9719;14502
3387.4825;3444;3584;3601;3981
3685.079200000001;3692;3801;4297;4903
1836.4396666666667;1996;1870;1837;2856
3540.3792857142853;3931;4217;3903;5851
2342.386873239437;2551;2728;2776;2380
2260.472;2709;3025;2765;2278
3905.471413793105;4861;4189;4119;4799
26.590176470588236;27;28;35;65
50.94122222222222;53;51;54;171
2839.0364545454545;3345;3125;3146;3312
136.33718367346935;147;137;196;202
223.5202352941176;242;233;297;646
1541.2107894736844;1966;1653;1565;3668
3772.39;3958;3801;4263;4470
383.4266153846154;422;390;558;686
2653.6440701754395;2816;2688;2948;5666
2755.716774647888;3355;2911;3351;8447
311.70779365079363;314;322;338;331
1649.4545000000005;1734;2018;1776;2483
1842.2168823529412;2059;1855;2499;2827
2080.605333333333;2084;2537;2286;3300
1336.074357142857;1456;1644;1490;1509
1362.500076923077;1539;1673;2075;1411
1583.5226666666665;1846;1635;2432;2860
9877.418714285717;10294;10199;10054;11447
1564.5210000000004;1619;1582;1709;3808
4675.683281690142;4926;4772;6367;10171
8665.743246376811;9057;8754;8916;17271
1300.0579999999995;1467;1483;1489;4479
450.1946271186442;460;492;623;638
312.65600000000006;352;316;444;1271
875.73;924;878;877;1187
3676.8109999999997;3774;3718;4697;5971
784.7972941176471;936;815;1074;1267
1317.5656440677967;1530;1415;1800;2810
1278.3634545454545;1318;1453;1648;4185
954.061169811321;1100;1097;1230;983
3818.217;3979;3924;5480;8444
610.6767368421051;613;628;928;681
6248.9230000000025;6470;7675;7304;16334
5587.560983606556;5737;7389;6241;9850
577.1905135135135;594;591;621;1193
2773.6633728813563;3162;2799;2922;6901
314.82760000000013;317;329;351;381
1032.328;1036;1177;1385;1717
1715.4937142857143;2042;1719;1852;3584
3480.966304347826;3701;3753;3769;6152
4355.719647058824;4609;4484;4770;5213
1249.7307272727276;1404;1340;1393;3848
303.67071428571427;320;333;460;707
2398.314125000001;2662;2526;2534;2575
578.9067142857143;589;600;867;599
771.0432424242423;849;849;786;872
3136.5013076923083;3170;3254;4938;9559
12.002173913043478;12;12;14;47
3235.665673469387;3248;3410;4989;4192
1756.5396666666666;1986;1927;1910;5446
5649.785058823531;5799;6662;5782;5649
7082.2507462686535;7185;7448;8483;11844
1752.5952000000007;1789;1891;2390;3218
2455.71;2614;2624;2766;4855
3528.156199999999;3555;4015;4706;16549
524.8296842105265;558;660;634;561
728.9028461538461;863;737;814;2102
796.4163333333335;907;834;870;1040
330.5126268656717;355;399;348;1199
6921.7565;7003;6925;8781;10124
2371.7415074626865;2814;2587;2596;2952
6617.213199999997;7562;8018;7176;22029
3557.808210526316;3855;3833;3959;8315
498.70030769230766;504;500;507;753
1721.3625652173914;1789;1782;1758;2028
3537.8830000000007;3829;3546;3824;3570
6808.033823529412;7538;7668;10753;9708
239.7047692307692;265;280;275;331
1338.0828688524593;1347;1357;1748;1661
5273.031857142857;5317;5341;5315;12355
1608.2930422535212;1699;1774;1656;1691
3707.9988695652173;3829;3972;4966;3830
1647.1855;1911;1682;2019;5822
3616.6854;4050;4586;5021;3940
9577.679848484846;10772;10401;10912;15469
318.40653846153845;352;342;362;662
1271.1680588235295;1297;1432;1315;1607
223.485;232;249;226;279
1397.7235714285714;1562;1449;1676;1492
4630.0095294117655;5137;5008;5605;13904
1972.569;2185;2191;2680;2547
9909.132857142857;9990;11939;13968;29521
2138.3056666666666;2362;2223;2211;2350
5158.156818181818;5362;5247;5999;7237
91.85175;94;93;125;95
3207.7316197183113;3475;4164;3389;9387
800.7130000000003;909;910;838;1222
6749.494000000002;6956;6972;8095;10801
5677.5909999999985;5734;6167;6406;9683
2763.968950819672;3383;3478;2825;4913
2773.342666666667;3021;3331;4047;9284
1429.1025283018869;1557;1475;1432;3195
1279.873153846154;1587;1303;2252;3145
7948.17894736842;9298;8114;8498;12820
1513.558;1705;1658;2209;2526
2826.1663725490203;3049;3277;3504;5100
1092.883;1300;1175;1098;3478
128.8421971830986;143;159;131;166
3189.3653661971825;3292;3895;3210;7461
6872.794070422536;7235;7687;7426;7002
1163.5688421052632;1214;1206;1173;1332
62.558827586206895;65;64;93;93
1465.3271428571427;1674;1849;1534;3366
2704.759605633803;3254;2882;3116;3755
2128.0051176470597;2214;2689;2518;4756
4554.826421052632;5225;4566;4690;4961
4617.84775;5329;4670;5516;5595
5971.141117647059;6061;6157;8060;11873
2536.148185185185;2738;2601;2601;9532
1547.5710000000001;1818;1761;1549;3012
441.31814285714296;442;501;525;1119
2579.0556666666666;2670;2943;3132;8143
613.4486470588238;628;841;698;1585
1939.91925;1955;1987;2456;3071
1826.92;1827;1927;1948;3724
2431.0292222222224;2690;2812;2490;4658
3948.8204054054063;4022;4716;4441;5034
3686.4040000000014;3963;4871;4043;7048
1709.29;1849;1714;2028;1835
93.91827272727274;112;122;95;161
1230.295793103449;1545;1249;1438;4434
360.62323529411765;364;367;521;773
1219.2288823529414;1242;1436;1236;3097
298.2168115942029;331;321;311;764
3340.3011034482765;3604;3574;3569;10719
284.694;303;287;374;522
603.3666874999999;760;607;680;818
569.1602068965516;598;585;768;588
6562.8701864406785;7966;6758;8583;18087
1790.2075555555555;1871;1975;2475;2065
6186.319999999999;6679;7326;7361;11411
3221.2829999999994;3253;3559;3818;10154
6378.458000000001;6595;6652;7127;13322
688.6981538461539;882;705;779;740
642.7529999999998;644;655;686;2465
5311.453;6258;5326;5486;5498
5379.517428571428;6095;5485;6432;7944
7478.858666666668;8840;7711;8037;32365
8007.618692307693;8418;8482;8173;28710
2229.8278181818177;2362;2240;3055;5557
573.8749999999999;587;628;622;1091
7384.507962962963;9170;8733;7668;10259
314.13171875000006;315;335;466;583
1836.0503333333334;1876;2249;2130;2745
3487.2054705882347;3764;4285;3793;5170
8156.046812499998;8280;8863;9680;28500
5698.271727272729;5745;6170;5756;8383
2195.6001830985933;2267;2431;2197;4892
582.7000000000003;633;612;601;1127
2160.189;2288;2221;2176;2284
382.96325;420;421;607;433
2711.251222222222;2922;3246;2777;10302
56.900448275862075;58;58;65;119
55.68064285714286;58;55;58;87
1850.0584137931037;2291;2120;1951;1897
669.96;675;812;958;718
460.36821212121225;495;516;532;1940
31.636999999999997;33;39;39;106
2353.733333333333;2574;2955;2381;7023
5649.121500000001;5675;5784;8046;6029
3991.202931034481;4593;4165;4127;10430
878.8127142857146;879;931;1057;2152
5379.200000000002;6294;5553;6709;9131
1130.843411764706;1137;1282;1234;3145
2055.407333333334;2204;2196;2064;3574
1650.5303333333331;1675;1783;1657;2870
1474.5009230769228;1660;1642;1612;3782
4138.44625;4504;4508;5072;8866
1502.4940000000006;1630;1739;1583;1853
721.068;723;791;734;914
675.4359230769231;745;708;819;911
1721.6369411764706;1741;1968;1957;2728
106.17688461538464;107;107;143;159
3204.365666666666;3331;3498;3655;5024
1324.8705454545454;1368;1360;1860;1551
1057.9681304347826;1178;1225;1312;1567
602.7317692307693;634;609;602;2160
885.9725;921;968;1146;909
283.5355454545455;295;322;368;421
2049.584;2527;2197;2848;2794
2315.934897435897;2697;2946;2404;3494
80.76846268656719;80;96;89;228
459.50216666666665;506;466;549;782
596.4942857142855;602;597;786;690
820.4685116279068;842;997;1200;1819
714.4999999999999;729;939;777;2612
1286.498014084507;1478;1342;1845;3256
3361.7875;3375;3531;3527;12593
3825.525490196077;4190;3850;3892;7847
3019.86074074074;3387;3021;3264;8643
163.34678431372544;193;176;175;281
945.7071818181821;1098;961;1181;1307
2326.6321176470583;2328;2896;3862;2426
4377.385857142857;5284;5454;5449;13694
300.08433333333335;305;370;301;466
545.8858636363636;557;555;570;809
3263.4365161290325;3843;3275;3289;10644
1114.985;1368;1293;1232;2075
7695.217000000002;9239;7775;9350;10555
1128.0293414634148;1258;1325;1314;1971
587.8847627118644;667;652;599;627
1253.216;1339;1519;1446;1276
1198.414206896552;1337;1289;1536;1437
3886.9194375;3897;3887;4479;5376
40.83300000000001;48;42;57;133
2229.672;2332;2798;2316;3838
103.03400000000002;104;103;161;105
1295.8766666666668;1346;1392;1371;1938
1721.712076923077;1805;1738;1750;3537
1835.1251034482761;1851;2036;2739;5901
4449.6703333333335;4622;4530;5537;5019
2798.0902105263153;3057;2918;3480;5935
4224.423169491525;4325;5137;4340;6395
1270.999;1313;1575;1729;3328
3640.8005714285705;3841;3656;6028;3640
375.76800000000003;390;447;438;429
488.65600000000006;534;531;676;522
346.90425581395345;349;352;445;358
18.893588235294114;19;22;20;42
4008.232517241379;4112;4475;6404;4106
2965.211000000001;3581;3175;3313;5139
799.5393478260869;885;800;878;1246
604.0065294117644;762;613;642;1577
1056.7745217391305;1059;1064;1078;1582
1038.2196;1057;1079;1098;3650
1490.552052631579;1621;1664;1521;1966
2353.218775510204;2783;2650;2385;2585
6731.971666666665;7745;7485;7918;19780
7532.810411764704;7577;7704;7532;23583
7626.668896551726;8235;7742;8484;8410
10006.2426;10664;10264;10257;11145
1826.206652173913;2192;2272;2983;3422
3526.7163333333338;3574;3566;3858;5435
3466.353333333333;3870;3512;3644;3911
1166.4546;1360;1219;1502;1369
3608.959625;4264;4309;5053;12854
1918.317;1922;2577;2206;1960
150.9671904761905;156;184;178;163
214.66374626865672;220;227;270;406
1045.865052631579;1051;1238;1245;3384
2499.3483333333343;2638;3139;3834;2572
4290.245125;4325;4497;5892;7135
100.3938947368421;105;121;110;329
4153.735658536584;4292;4793;5028;8281
5807.712666666665;6645;7228;7514;19076
2112.4292857142873;2127;2128;2192;2842
859.4819047619047;882;911;1139;2620
3265.0634285714286;3396;3857;4049;6152
1469.2415714285721;1478;1509;2496;3784
6959.780857142857;8116;7248;9035;14006
1466.507;1695;1489;1913;5773
2092.888142857143;2212;2520;2195;2230
1839.06;2144;2066;2177;4146
2355.640000000001;2383;2561;2480;7838
937.3267460317461;1086;1097;1194;2784
746.5859411764708;898;852;928;2145
3070.5351428571435;3580;3399;3114;8411
1143.7351395348835;1148;1247;1489;2121
2623.814058823529;3098;2894;3952;2713
3884.904847457626;3887;3970;4046;4712
762.8277142857144;770;790;1084;1346
1514.871714285715;1844;1549;1923;1989
5470.297478260871;5471;6990;6382;8313
3720.0733636363643;4357;3851;3947;3779
9154.830676056341;9239;9580;13200;14028
3043.1145714285717;3051;3103;4562;8865
1860.2996197183093;1916;2035;2255;6682
763.925;868;778;948;816
1679.562;1726;2122;1788;3347
5918.913056338028;6077;6396;5975;24470
1655.2524117647058;1772;1758;2156;2017
326.51382608695656;349;379;334;434
7153.160513513514;7551;8296;9550;10916
516.4088125;577;561;519;1786
2023.2048;2052;2037;2120;3143
3331.7057272727266;3465;3428;3396;7122
2263.3150697674428;2269;2444;2705;8571
1884.7913529411767;1905;2090;1892;5682
1720.4798571428573;2129;1978;1908;5534
1496.8687142857143;1604;1612;2143;1835
68.2269090909091;72;83;68;112
1557.8417058823532;1570;1567;1733;2826
6873.035;7168;7031;6976;8705
845.9553636363634;848;925;1166;2871
410.95434782608703;516;442;535;664
1413.0320000000004;1494;1448;2151;1619
3949.059666666667;4353;4766;4086;13604
1536.156909090909;1541;1665;1843;2439
3121.5289859154927;3145;3395;3386;7691
6127.758510204082;6426;6914;7355;16948
4314.5632857142855;4519;4408;6033;15757
63.43352173913045;64;76;63;70
918.8755454545454;953;1135;1275;1804
5167.159000000001;5200;5267;6436;7308
1011.7868235294119;1013;1238;1055;1027
5775.065000000001;7246;6257;6026;11638
1462.9060634920636;1881;1484;1904;1579
3205.6984999999995;3330;3910;3578;5717
668.3527826086956;669;674;740;2287
458.49744117647055;469;475;488;1104
3810.5765172413794;4478;4376;4020;7237
843.6969062500001;879;1099;1117;1292
1228.151;1289;1242;1263;4334
459.9866363636364;573;469;634;490
3221.684509433962;3229;3243;4186;5825
928.6017826086957;1032;944;945;2592
245.93515492957744;280;264;305;423
12.54839393939394;13;13;15;12
5003.229047619049;5113;5526;6204;12484
146.72237931034485;163;155;162;146
652.7377692307691;678;682;654;842
2761.150173913043;2829;3326;3085;6511
335.59322222222215;344;342;545;479
147.297;151;199;232;148
101.57601639344259;105;103;122;151
5055.752169014084;5766;6516;5135;16128
1920.9546666666665;2115;2343;3138;6780
2124.265;2554;2426;2556;6730
7341.132666666667;8451;7974;11643;13106
2826.0855686274513;3289;3274;3977;5506
696.3975;746;732;721;712
412.8760877192983;493;463;628;691
4502.6359999999995;5021;4858;4947;4671
3931.696470588234;4014;3944;5956;6239
3907.368111111111;4063;4269;5167;10513
4122.436;4351;4631;5209;4584
610.3230869565217;680;633;804;1045
1846.0420000000001;2140;1996;2318;2299
351.55200000000013;417;359;534;1293
3070.716142857143;3513;3468;3193;3313
5522.814111111112;5635;5734;6019;7237
38.233714285714285;46;40;44;95
1825.756;2164;2068;2154;5417
1791.5789090909086;2185;1839;1821;2886
7190.834290322578;7830;9672;7245;14106
6622.568230769232;6863;7182;7683;14554
1096.7135000000003;1098;1102;1551;3716
203.473;204;231;298;284
338.3556666666667;420;406;418;1148
7752.909423076924;9609;8350;9093;8237
120.259;120;129;124;188
2948.0434285714286;3264;2956;4020;3866
2036.2908245614035;2169;2208;2746;2037
244.59385714285716;287;276;396;706
9468.219777777778;9889;12674;15294;29450
1424.292;1506;1535;1973;1720
1269.33075;1414;1316;1349;3488
997.0582352941176;1006;1091;1172;1176
415.7662941176471;484;484;567;791
955.842;963;1063;1044;1304
2524.965967213116;2657;2780;2615;2640
1120.4143846153843;1243;1390;1438;1261
1079.3870000000004;1081;1100;1114;1818
1199.8535517241382;1205;1231;1599;1288
781.4278947368421;799;791;1083;1146
527.7227692307691;538;584;558;774
3377.9226666666664;3783;3514;3685;5864
2256.622857142857;2265;2480;2682;3897
2377.771754098361;2592;3104;2560;4128
5234.864857142857;5249;6098;5445;6801
6336.15476923077;7465;7048;8348;14230
594.658;596;598;601;709
1299.2918928571435;1381;1329;1401;1762
5542.982181818183;5966;6366;6864;13104
798.651875;813;847;855;2073
1184.8139295774652;1300;1185;1282;2218
145.77418604651163;161;164;162;498
1726.268098360656;1790;1732;2269;2027
1469.5567826086954;1484;1484;1804;1594
4857.945;5921;5874;5445;11756
881.5217307692303;946;981;1225;938
1441.7893278688528;1485;1458;2041;4079
790.453888888889;801;863;924;924
72.34400000000002;76;80;72;299
5161.644736842105;5190;5934;6295;5344
2530.928;2553;3306;2632;5074
1214.3245000000004;1248;1261;1883;4704
1248.7545714285714;1282;1300;1804;1845
1550.4826666666668;1572;1810;1569;2314
4058.371777777779;4070;4430;4941;4965
156.592;189;186;169;283
1256.896;1271;1437;1548;1307
1681.477;1900;1829;1765;4167
4337.057230769231;4545;4431;7655;8878
4375.756970588235;5121;4803;6233;4960
